Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,^DJI
2010-01-01,5.873429298400879,44.83705520629883,31.336055755615234,47.22177505493164,37.40209197998047,15.887499809265137,16.249786376953125,44.20600891113281,25.738922119140625,123.5038833618164,21.028976440429688,28.13974380493164,77.92643737792969,13.441119194030762,43.88153076171875,28.402616500854492,18.54326057434082,43.95321273803711,57.511173248291016,23.836685180664062,21.720592498779297,13.762149810791016,42.3001823425293,37.531558990478516,27.461578369140625,18.812604904174805,15.317957878112793,26.3553466796875,40.203853607177734,40.23788070678711,10067.330078125
2010-02-01,6.2575297355651855,43.403316497802734,31.91552734375,49.21662902832031,41.12458419799805,16.987499237060547,17.59489631652832,44.316341400146484,27.210968017578125,129.84011840820312,23.42392349243164,29.246665954589844,80.9635009765625,14.22403335571289,43.97926330566406,30.64945411682129,18.020286560058594,44.95294952392578,57.26824951171875,23.02507209777832,22.098281860351562,14.59327507019043,43.80139923095703,38.95370864868164,28.177249908447266,19.557952880859375,15.280540466308594,25.7631778717041,40.685420989990234,40.5938720703125,10325.259765625
2010-03-01,7.186586380004883,45.8797721862793,34.481143951416016,56.9666862487793,45.305503845214844,18.612499237060547,18.82430076599121,46.924903869628906,30.407642364501953,142.0166015625,24.28729820251465,33.22673034667969,82.02274322509766,15.56696891784668,45.863304138183594,32.67960739135742,18.799610137939453,47.37278747558594,60.10401153564453,23.31850242614746,22.681737899780273,15.866951942443848,43.79447555541992,39.95365524291992,27.186962127685547,20.908035278320312,16.384449005126953,27.227855682373047,41.83668518066406,42.10330581665039,10856.6298828125
2010-04-01,7.9844489097595215,43.939998626708984,38.71063995361328,56.82548522949219,49.0827751159668,21.399999618530273,19.475154876708984,50.39645767211914,32.0887336730957,120.85102844238281,26.646272659301758,34.841468811035156,82.50241088867188,15.951075553894043,45.230220794677734,31.09491539001465,18.419334411621094,50.12057876586914,63.77196502685547,22.105384826660156,23.649707794189453,16.4528865814209,43.02614212036133,37.81476593017578,25.223047256469727,20.724288940429688,15.264683723449707,25.803695678710938,40.589359283447266,42.59989929199219,11008.6103515625
2010-05-01,7.855703353881836,39.70011520385742,33.464725494384766,50.35287857055664,44.07213592529297,21.63249969482422,16.748777389526367,45.71201705932617,29.10980796813965,120.06866455078125,25.61007308959961,31.391820907592773,80.11048889160156,14.959376335144043,41.00968551635742,28.936445236206055,17.71287727355957,47.47929382324219,57.04018783569336,21.25371742248535,19.9791259765625,15.687787055969238,42.61093521118164,36.86827087402344,24.213397979736328,16.642826080322266,14.760504722595215,23.52063751220703,38.25873947143555,38.0048713684082,10136.6298828125
2010-06-01,7.692094802856445,40.32880783081055,33.32204818725586,49.51667022705078,43.5716552734375,21.454999923706055,15.410901069641113,42.38502883911133,27.43743324279785,109.53022766113281,21.230792999267578,28.839067459106445,79.37686920166016,13.679365158081055,41.92375183105469,26.76511001586914,17.271785736083984,47.162227630615234,57.16725158691406,22.061229705810547,17.899003982543945,14.640924453735352,41.836700439453125,36.70431137084961,23.655324935913086,16.274234771728516,15.028685569763184,19.676572799682617,36.585853576660156,36.1175651550293,9774.01953125
2010-07-01,7.867018699645996,41.808570861816406,37.63740921020508,53.76998519897461,50.59303665161133,24.737499237060547,16.683687210083008,47.60039138793945,29.34498405456543,125.84257507324219,21.714935302734375,31.669048309326172,82.53959655761719,14.488166809082031,41.23518371582031,29.44820213317871,19.152050018310547,49.92594909667969,61.907657623291016,21.980541229248047,20.077058792114258,16.0201358795166,42.6597785949707,37.88114929199219,25.469280242919922,16.872299194335938,16.61870002746582,21.03993034362793,38.960479736328125,37.769344329833984,10465.9404296875
2010-08-01,7.434293270111084,39.13275909423828,33.61566162109375,48.23831558227539,47.57843780517578,27.469999313354492,14.456304550170898,46.2700080871582,28.343303680419922,114.25289154052734,21.189395904541016,28.86124610900879,79.15188598632812,12.42747688293457,40.475650787353516,26.618688583374023,19.41964340209961,52.310184478759766,56.84880447387695,22.427038192749023,18.25682258605957,15.228272438049316,41.94621276855469,36.78489685058594,26.531551361083984,15.86709213256836,17.194414138793945,19.809223175048828,38.16132736206055,37.40860366821289,10014.7197265625
2010-09-01,8.677421569824219,42.25324249267578,35.43681716918945,52.826454162597656,57.450462341308594,27.950000762939453,15.837569236755371,51.09687805175781,28.831077575683594,120.93880462646484,24.334575653076172,32.7007942199707,86.65670776367188,13.606553077697754,44.39708709716797,27.86324691772461,20.33710289001465,53.74789810180664,63.14870834350586,23.479507446289062,19.151885986328125,17.434192657470703,42.157081604003906,39.12007522583008,29.367046356201172,17.11003875732422,18.976146697998047,24.842052459716797,40.9715461730957,39.38450241088867,10788.0498046875
2010-10-01,9.204336166381836,43.84798812866211,34.95623779296875,56.08147430419922,57.39203643798828,29.017499923706055,16.531827926635742,52.07404327392578,31.47030258178711,134.78262329101562,23.735435485839844,35.059959411621094,92.76805877685547,14.2089204788208,45.67253112792969,27.548439025878906,21.47161102294922,56.0994873046875,61.33528518676758,23.40322494506836,20.85670280456543,17.783573150634766,44.68778991699219,41.74756622314453,30.264488220214844,18.00862693786621,18.912097930908203,25.123849868774414,41.46916198730469,42.3802375793457,11118.490234375
2010-11-01,9.515350341796875,40.39780807495117,36.6123046875,50.62733840942383,62.113346099853516,34.80500030517578,13.856067657470703,51.04643630981445,31.80129623413086,130.6085968017578,23.205419540405273,36.99491500854492,91.38557434082031,14.995550155639648,44.10329055786133,27.415374755859375,22.119407653808594,56.48184585571289,61.16050720214844,22.21727180480957,19.754043579101562,18.807687759399414,43.260398864746094,40.83244705200195,30.659055709838867,17.015562057495117,18.913373947143555,25.84315299987793,41.40792465209961,44.33702850341797,11006.01953125
2010-12-01,9.864276885986328,42.09225082397461,36.35816192626953,52.12398910522461,68.76525115966797,33.0,14.629868507385254,58.01958084106445,32.67231750488281,140.97288513183594,27.13957977294922,39.81147766113281,95.23078155517578,15.02009391784668,44.69964599609375,31.09520721435547,23.188961029052734,55.804359436035156,63.24424743652344,23.22920799255371,21.96053123474121,18.65265655517578,45.56968688964844,42.133277893066406,30.31485366821289,16.24856185913086,21.140911102294922,29.03512191772461,41.285430908203125,46.89960861206055,11577.509765625
2011-01-01,10.37681770324707,42.23025131225586,36.74784851074219,55.49455642700195,71.22476959228516,32.28499984741211,15.295186996459961,60.35944747924805,34.227237701416016,137.1669158935547,28.463274002075195,41.94585037231445,105.11981964111328,15.3272123336792,43.196407318115234,32.94243621826172,22.15943717956543,53.55793762207031,64.43145751953125,21.60751724243164,21.81890106201172,18.074604034423828,44.71963882446289,42.83041000366211,34.575645446777344,16.126195907592773,21.046369552612305,30.13810157775879,43.16107177734375,51.7486572265625,11891.9296875
2011-02-01,10.801594734191895,39.3551025390625,37.060585021972656,57.51530075073242,75.92662811279297,33.067501068115234,13.422165870666504,65.96748352050781,38.515560150146484,137.301025390625,29.0051326751709,43.368751525878906,105.04194641113281,15.33435344696045,44.40333938598633,34.264556884765625,22.536691665649414,55.01921081542969,67.59000396728516,21.21666717529297,20.914037704467773,19.50996971130371,44.99408721923828,45.62434005737305,35.86433792114258,16.864974975585938,22.10079574584961,32.29933547973633,40.012699127197266,54.859458923339844,12226.33984375
2011-03-01,10.657862663269043,40.98051834106445,38.44705581665039,59.391902923583984,82.13764953613281,33.39500045776367,12.402482032775879,68.8595199584961,37.94319534301758,133.2409210205078,28.687767028808594,44.97782897949219,106.23307800292969,14.535032272338867,43.20785903930664,33.83156967163086,23.38993263244629,55.76960754394531,68.93282318115234,21.503284454345703,20.095792770385742,16.58883285522461,43.95932388305664,45.281761169433594,38.071109771728516,17.030832290649414,23.0705509185791,30.038684844970703,40.06658935546875,54.24588394165039,12319.73046875
2011-04-01,10.707403182983398,43.58732986450195,41.74738311767578,64.09150695800781,85.13253021240234,34.650001525878906,12.714438438415527,70.10871887207031,37.952003479003906,126.86450958251953,28.953750610351562,46.1228141784668,111.12553405761719,16.674232482910156,47.92608642578125,33.48664855957031,23.95728302001953,57.3967399597168,71.66799926757812,23.692108154296875,20.515275955200195,18.103073120117188,46.31428909301758,48.470638275146484,41.58484649658203,18.07183265686035,22.6156063079834,31.96941375732422,42.618656158447266,56.728302001953125,12810.5400390625
2011-05-01,10.637066841125488,46.41646957397461,44.065521240234375,62.68563461303711,78.36868286132812,38.064998626708984,12.191929817199707,67.20671081542969,36.6575813293457,118.22818756103516,28.275693893432617,44.85732650756836,110.05062866210938,16.213260650634766,49.071006774902344,31.9047794342041,23.726442337036133,59.7641716003418,69.58157348632812,24.21932601928711,19.795026779174805,18.571481704711914,48.20942306518555,47.551475524902344,41.348323822021484,18.751955032348633,22.391489028930664,32.65041732788086,42.80470275878906,53.8203239440918,12569.7900390625
2011-06-01,10.265199661254883,44.73738479614258,44.15092468261719,59.70555114746094,78.8575439453125,37.244998931884766,11.328330993652344,66.39009857177734,34.37694549560547,112.09770965576172,28.228940963745117,45.14231872558594,112.25723266601562,16.08650779724121,48.93021011352539,30.207712173461914,23.896902084350586,62.26247787475586,70.34027862548828,23.257137298583984,20.713481903076172,19.787586212158203,45.741397857666016,44.71738052368164,43.56989669799805,19.528573989868164,22.573383331298828,31.900856018066406,41.464900970458984,52.770320892333984,12414.33984375
2011-07-01,11.941354751586914,41.938899993896484,42.888267517089844,56.9112663269043,73.17621612548828,36.1775016784668,11.589587211608887,67.15188598632812,34.007110595703125,113.68121337890625,27.428159713745117,40.225826263427734,118.9972152709961,16.20991325378418,47.657676696777344,29.84617042541504,24.32745933532715,63.857425689697266,64.62257385253906,22.736385345458984,21.828826904296875,19.900074005126953,44.24473190307617,42.51264572143555,42.06153869628906,19.825227737426758,21.397117614746094,29.331357955932617,41.1293830871582,51.73929977416992,12143.240234375
2011-08-01,11.768570899963379,42.4755973815918,42.60543441772461,53.995826721191406,67.69068908691406,32.1875,11.415057182312012,63.807823181152344,29.99176597595215,97.8886489868164,26.211061477661133,36.2183952331543,112.4927978515625,14.612876892089844,48.400596618652344,27.884035110473633,25.20025634765625,66.75935363769531,61.537540435791016,22.050233840942383,21.19148826599121,19.12746238708496,46.1959114074707,38.91143798828125,40.273311614990234,20.36756706237793,22.21735382080078,26.45383071899414,41.50391387939453,47.99776840209961,11613.5302734375
2011-09-01,11.661230087280273,42.3681526184082,38.482872009277344,49.19908142089844,54.92615509033203,28.56999969482422,11.29122257232666,60.251914978027344,26.557592391967773,79.87749481201172,26.001842498779297,33.5063591003418,114.92804718017578,15.642487525939941,47.26591110229492,22.360689163208008,24.166488647460938,65.2855453491211,53.59803009033203,21.78376579284668,19.954330444335938,18.875818252563477,45.83319091796875,37.577388763427734,39.086795806884766,19.901735305786133,22.60433578491211,24.860898971557617,40.790306091308594,47.40745162963867,10913.3798828125
2011-10-01,12.378665924072266,44.14890670776367,43.385372161865234,53.49210739135742,70.26441192626953,33.29249954223633,13.4984712600708,68.36014556884766,30.713825225830078,92.54975891113281,28.319604873657227,39.984806060791016,121.34247589111328,17.988130569458008,47.78540802001953,25.805362701416016,24.605031967163086,69.02484893798828,58.99589157104492,23.259071350097656,21.349288940429688,21.345050811767578,46.420799255371094,45.37907409667969,40.81263732910156,21.65230369567871,22.71490478515625,25.095224380493164,44.57854080200195,50.97134780883789,11955.009765625
2011-11-01,11.688142776489258,44.64227294921875,41.3454704284668,55.850013732910156,73.21143341064453,29.604999542236328,13.63244342803955,66.90900421142578,31.567956924438477,80.9842300415039,31.02500343322754,41.3201904296875,123.55735778808594,18.259340286254883,48.030311584472656,23.19410514831543,24.212474822998047,71.0097427368164,60.50400161743164,24.101791381835938,20.507505416870117,21.30738639831543,47.22343063354492,43.74590301513672,41.475975036621094,22.513656616210938,23.49836540222168,25.488283157348633,46.29188537597656,52.5052490234375,12045.6796875
2011-12-01,12.385395050048828,49.74182891845703,40.59669494628906,60.01919174194336,67.76619720458984,25.364999771118164,13.22288990020752,69.78600311279297,33.020877838134766,76.69254302978516,33.516357421875,41.757110595703125,121.33544921875,17.933460235595703,49.12019348144531,24.901643753051758,25.3823184967041,75.14655303955078,61.45033264160156,25.41643524169922,20.9688663482666,21.349475860595703,48.78852844238281,46.016788482666016,43.10032653808594,23.626707077026367,24.986867904663086,25.15995979309082,46.96780014038086,55.65465545654297,12217.5595703125
2012-01-01,13.95971393585205,52.62361526489258,43.1528205871582,60.6983642578125,81.61863708496094,29.200000762939453,14.371115684509277,67.6346664428711,34.82887649536133,94.53630065917969,35.3898811340332,44.5921516418457,127.08941650390625,19.538225173950195,49.36737060546875,27.934783935546875,24.497190475463867,74.18782806396484,65.19462585449219,26.11041259765625,23.852493286132812,23.124134063720703,46.10447311401367,45.67854690551758,44.193668365478516,23.419605255126953,23.454776763916016,25.388273239135742,48.52662658691406,54.98491287231445,12632.91015625
2012-02-01,16.588472366333008,52.68559646606445,45.689552307128906,61.32843780517578,85.8076400756836,35.790000915527344,14.587742805480957,71.56999969482422,37.595481872558594,97.6488037109375,37.92513656616211,45.767662048339844,129.81459045410156,19.878406524658203,48.74569320678711,29.59923553466797,25.342422485351562,74.36006927490234,65.8637924194336,26.04218864440918,25.637590408325195,23.998044967651367,49.84902572631836,45.41999816894531,47.57283401489258,27.080087661743164,24.04375648498535,25.23607063293457,46.723480224609375,56.797176361083984,12952.0703125
2012-03-01,18.334970474243164,52.937530517578125,49.98295211791992,61.21199417114258,80.03002166748047,38.627498626708984,15.519652366638184,70.85621643066406,39.19814682006836,105.79519653320312,40.1096076965332,47.200584411621094,138.21632385253906,20.961599349975586,49.841224670410156,34.683311462402344,26.847875595092773,73.99235534667969,67.52711486816406,26.1991024017334,26.229154586791992,24.11368751525879,49.546783447265625,46.38370895385742,50.2949333190918,27.511917114257812,24.119470596313477,25.65389060974121,48.40010070800781,57.259910583496094,13212.0400390625
2012-04-01,17.858821868896484,55.3830680847168,52.01301574707031,63.212059020996094,77.21259307861328,38.932498931884766,14.793201446533203,70.42662811279297,38.59827423095703,97.95221710205078,41.54375076293945,46.89905548095703,137.17630004882812,21.170310974121094,49.191368103027344,32.42036437988281,27.888607025146484,73.50212860107422,67.640625,27.07062530517578,26.034025192260742,24.959665298461914,46.91501235961914,50.76044845581055,48.05466842651367,28.673015594482422,25.47591209411621,26.85653305053711,46.900875091552734,57.00241470336914,13213.6298828125
2012-05-01,17.667692184448242,54.14471435546875,48.39617156982422,57.29414749145508,66.10865020751953,34.654998779296875,12.0281982421875,64.97410583496094,40.92616271972656,81.40708923339844,39.578468322753906,43.03333282470703,127.78299713134766,19.261999130249023,47.173851013183594,25.169151306152344,27.307584762573242,67.38508605957031,63.89374923706055,25.925439834594727,23.73307991027832,24.136381149291992,46.3082160949707,49.316246032714844,47.72945022583008,26.859088897705078,26.617525100708008,23.378822326660156,52.402244567871094,51.912193298339844,12393.4501953125
2012-06-01,17.85943603515625,57.075260162353516,50.45924758911133,61.51334762573242,64.06400299072266,34.564998626708984,12.646917343139648,70.35359191894531,43.42417526245117,81.93297576904297,42.75714111328125,43.4544792175293,130.10108947753906,20.009803771972656,51.54719543457031,27.128026962280273,28.57192039489746,67.29693603515625,68.29202270507812,28.80220603942871,25.034549713134766,19.650005340576172,45.535057067871094,50.381649017333984,50.065860748291016,28.879053115844727,28.407379150390625,22.81536865234375,55.88387680053711,56.88325119018555,12880.08984375
2012-07-01,18.67778968811035,64.6607666015625,50.02583694458008,61.190452575683594,63.535823822021484,31.09000015258789,11.748300552368164,73.07437896728516,43.9971923828125,86.24070739746094,42.10356521606445,45.174285888671875,130.3671417236328,19.2965145111084,52.813758850097656,27.33302116394043,29.727272033691406,67.9278793334961,69.53439331054688,30.80472755432129,24.117956161499023,20.896873474121094,47.98095703125,49.8194465637207,43.88579177856445,30.149791717529297,28.854829788208008,28.044858932495117,59.6591682434082,57.73414611816406,13008.6796875
2012-08-01,20.343843460083008,65.69410705566406,50.70901870727539,59.1124153137207,64.79216766357422,36.29499816894531,14.119555473327637,74.79486083984375,44.29265594482422,90.36045837402344,45.79104995727539,45.485565185546875,129.61544799804688,18.64327621459961,51.44800567626953,28.433679580688477,27.519807815551758,68.02668762207031,70.57857513427734,30.023622512817383,25.2227783203125,21.794536590576172,50.38432312011719,51.48141098022461,46.64314651489258,29.958240509033203,27.757694244384766,27.582067489624023,58.192317962646484,58.033267974853516,13090.83984375
2012-09-01,20.488327026367188,66.27388000488281,49.45651626586914,57.967750549316406,65.33130645751953,38.17250061035156,14.134356498718262,78.35130310058594,46.808570861816406,97.59100341796875,48.962554931640625,46.79574966430664,138.58627319335938,17.163009643554688,53.054996490478516,30.990726470947266,27.909793853759766,70.29349517822266,70.89009857177734,31.453323364257812,24.51663589477539,21.323875427246094,52.01156234741211,54.280540466308594,47.596622467041016,31.420015335083008,29.457805633544922,28.324678421020508,59.4741096496582,61.18706512451172,13437.1298828125
2012-10-01,18.283777236938477,68.00364685058594,48.682403564453125,58.66736602783203,64.39734649658203,36.494998931884766,12.691317558288574,74.10304260253906,43.979286193847656,105.06828308105469,49.78171157836914,47.96271514892578,129.9551239013672,16.382871627807617,54.52552032470703,31.909414291381836,27.543874740600586,66.5010986328125,67.19296264648438,32.125953674316406,23.511585235595703,20.53077507019043,51.92158126831055,56.816688537597656,48.298274993896484,32.468292236328125,28.856618881225586,27.3841495513916,60.457279205322266,60.9997673034668,13096.4599609375
2012-11-01,17.97542381286621,69.81990051269531,48.79218292236328,61.86558151245117,65.11470794677734,39.41749954223633,14.097410202026367,71.0445556640625,44.46277618408203,101.11933898925781,52.77445983886719,48.03319549560547,126.97560119628906,14.822596549987793,53.68632888793945,31.682353973388672,28.09209442138672,66.68500518798828,69.76255798339844,31.18956184387207,21.92987632751465,21.90127944946289,52.79399871826172,56.7205810546875,46.909698486328125,35.03047561645508,28.83469581604004,26.35812759399414,58.03961944580078,58.972434997558594,13025.580078125
2012-12-01,16.418933868408203,68.06214904785156,50.1712760925293,63.15089797973633,68.45294189453125,42.025001525878906,14.757474899291992,73.31817626953125,44.579166412353516,109.97098541259766,50.38885498046875,50.05513381958008,128.52435302734375,15.778818130493164,54.448463439941406,33.91121292114258,27.03917694091797,68.18821716308594,71.69216918945312,28.823942184448242,22.18482208251953,23.186424255371094,51.32731246948242,57.521480560302734,46.78032302856445,35.55038070678711,28.2791805267334,29.002748489379883,54.98533630371094,58.27117156982422,13104.1396484375
2013-01-01,14.053139686584473,67.47784423828125,51.3321647644043,61.90229415893555,75.59291076660156,43.032501220703125,15.44841480255127,78.07090759277344,48.98191833496094,127.47189331054688,54.51935958862305,53.816951751708984,136.25396728515625,16.100208282470703,57.415550231933594,36.286624908447266,27.777629852294922,73.66120910644531,77.63758087158203,30.742385864257812,22.799448013305664,24.392213821411133,56.82368469238281,63.23259353637695,47.80672836303711,37.034969329833984,28.501386642456055,31.314495086669922,56.68426513671875,60.57375717163086,13860.580078125
2013-02-01,13.618423461914062,72.2863998413086,54.436885833740234,64.44140625,70.96776580810547,42.30500030517578,15.666202545166016,79.42691040039062,49.62738037109375,129.10984802246094,55.80657196044922,55.283836364746094,134.7509765625,15.977778434753418,59.11659622192383,37.98801803588867,28.881572723388672,74.13275909423828,80.30139923095703,30.37276840209961,23.090158462524414,24.577247619628906,58.06179428100586,64.81221008300781,46.2827262878418,37.20619201660156,30.7642879486084,32.08247756958008,57.35685348510742,60.29099655151367,14054.490234375
2013-03-01,13.736897468566895,81.3810806274414,59.087913513183594,72.40351867675781,66.8189468383789,44.70750045776367,15.696244239807129,81.18632507324219,51.636474609375,127.29080200195312,56.84939193725586,59.7725715637207,143.72036743164062,16.892004013061523,63.83296585083008,36.854278564453125,30.164533615112305,77.68417358398438,82.59192657470703,31.417646408081055,23.959671020507812,26.733924865722656,58.73249435424805,67.85053253173828,49.53853988647461,39.91694641113281,32.496551513671875,37.61080551147461,60.638797760009766,61.05559539794922,14578.5400390625
2013-04-01,13.740619659423828,82.73067474365234,59.91999816894531,77.09265899658203,65.05188751220703,41.11000061035156,15.711263656616211,83.36597442626953,57.12739562988281,126.35655975341797,60.0864143371582,58.33675003051758,136.47035217285156,18.523969650268555,66.72986602783203,38.05790328979492,31.802858352661133,79.59335327148438,81.34892272949219,33.72993087768555,27.719858169555664,28.813385009765625,58.511470794677734,69.22468566894531,52.09524154663086,39.59261703491211,35.64371871948242,39.05434036254883,63.38705062866211,60.29670715332031,14839.7998046875
2013-05-01,13.956297874450684,79.80917358398438,66.51067352294922,83.51071166992188,66.34352111816406,42.33000183105469,18.260948181152344,83.8716049194336,57.3455810546875,140.20587158203125,64.43623352050781,62.2396125793457,140.16273498535156,18.77920913696289,65.90777587890625,42.656005859375,30.044797897338867,75.25289916992188,85.66846466064453,33.51464080810547,29.2272891998291,27.934492111206055,58.933692932128906,67.85494232177734,54.44225311279297,41.86767578125,32.3901481628418,37.673912048339844,61.038150787353516,61.29952621459961,15115.5703125
2013-06-01,12.386812210083008,78.6705322265625,65.67611694335938,86.8393783569336,63.784095764160156,38.18000030517578,18.427509307861328,81.51046752929688,57.40921401977539,131.25096130371094,63.46143341064453,63.262332916259766,129.3724365234375,18.91707420349121,67.72842407226562,41.249507904052734,30.13496971130371,77.75093078613281,85.43807220458984,33.335208892822266,29.12862777709961,28.94622039794922,59.11025619506836,64.77500915527344,56.919673919677734,43.02989196777344,33.632843017578125,35.06205368041992,61.117088317871094,61.641700744628906,14909.599609375
2013-07-01,14.136139869689941,86.34941864013672,64.8064193725586,89.09426879882812,64.10885620117188,43.75,19.37386703491211,86.71075439453125,58.77285385131836,142.341064453125,65.0601806640625,66.16472625732422,132.03286743164062,18.22222328186035,73.75505065917969,43.54679489135742,30.32054901123047,77.02837371826172,91.75120544433594,34.88707733154297,26.851633071899414,28.60076141357422,61.65156936645508,68.13136291503906,63.60519027709961,41.67837142944336,33.058265686035156,39.86127471923828,63.94773864746094,63.96134567260742,15499.5400390625
2013-08-01,15.219785690307617,86.86772155761719,63.36508560180664,88.09398651123047,64.2676773071289,49.130001068115234,17.77183723449707,82.95000457763672,55.300113677978516,132.01458740234375,61.32268524169922,63.44575881958008,123.38816833496094,17.160429000854492,68.16226959228516,39.77149963378906,28.883207321166992,74.10684204101562,88.74308776855469,34.2497444152832,28.16722869873047,28.5552978515625,60.249202728271484,65.15495300292969,62.636051177978516,41.068538665771484,31.976240158081055,38.1319694519043,59.878177642822266,59.46530532836914,14810.3095703125
2013-09-01,14.991064071655273,89.634521484375,66.5461196899414,100.05924224853516,64.9372787475586,51.90999984741211,17.863327026367188,84.37834930419922,58.62739944458008,137.74009704589844,62.44230270385742,66.54527282714844,125.98480224609375,18.069414138793945,68.89837646484375,40.68450927734375,28.656251907348633,76.17019653320312,93.81436157226562,34.48149871826172,28.2637996673584,33.12884521484375,58.47011184692383,69.12621307373047,62.52252197265625,45.07896041870117,31.49706268310547,42.95144271850586,61.05073547363281,59.10691452026367,15129.669921875
2013-10-01,16.4359188079834,93.01424407958984,72.07988739013672,111.12962341308594,64.9061508178711,53.36000061035156,17.20002555847168,83.30887603759766,62.354679107666016,140.04722595214844,64.45919036865234,69.5022964477539,121.92311096191406,19.2913761138916,73.60340881347656,40.56645584106445,30.15243911743164,76.41561889648438,98.87394714355469,32.95071029663086,30.072757720947266,34.551780700683594,62.461456298828125,70.81285095214844,59.822105407714844,46.39289474487305,34.08863067626953,47.294490814208984,63.35374450683594,61.566246032714844,15545.75
2013-11-01,17.48522186279297,91.36443328857422,75.83431243896484,114.32304382324219,66.33296966552734,52.09000015258789,16.319677352905273,85.0311508178711,64.12740325927734,147.08184814453125,66.75981140136719,70.92872619628906,122.24290466308594,18.794706344604492,75.232666015625,45.36891174316406,30.624897003173828,77.08857727050781,104.89201354980469,36.414588928222656,32.382774353027344,36.093284606933594,65.6548843383789,74.45603942871094,65.27320861816406,47.99459457397461,33.8675537109375,47.26255798339844,66.87019348144531,64.21793365478516,16086.41015625
2013-12-01,17.743860244750977,91.74545288085938,80.1916732788086,116.65412902832031,71.20210266113281,55.189998626708984,17.225894927978516,87.47490692138672,69.4546890258789,154.8321075439453,68.141845703125,73.59406280517578,128.29605102539062,20.657636642456055,73.30091857910156,46.36793899536133,31.698854446411133,77.45832824707031,110.72796630859375,36.57536697387695,32.012245178222656,35.865257263183594,63.46430587768555,74.29193878173828,65.99185943603516,52.63462829589844,33.5399284362793,46.09709548950195,64.95513153076172,69.9944076538086,16576.66015625
2014-01-01,15.832904815673828,95.66200256347656,75.1448974609375,107.0561294555664,73.63275146484375,60.529998779296875,16.8265438079834,78.17488098144531,66.82415008544922,143.35467529296875,63.91096878051758,73.48131561279297,120.84741973876953,19.52767562866211,70.8039321899414,43.89413833618164,29.020824432373047,75.17517852783203,101.2065200805664,39.060333251953125,32.38021469116211,33.32870864868164,59.730186462402344,67.07515716552734,63.58666229248047,50.92094421386719,32.77549362182617,46.02487564086914,62.00390625,63.74196243286133,15698.849609375
